platform,source,date,post_time,day_of_week,is_weekend,content_type,hashtags,likes,comments,shares,views,engagement_rate,engagement_level
Instagram,viral_trends_dataset,2023-05-17,,2.0,0,Live,#Music,376135,40981.0,50291,312301.0,149.6655,High
Instagram,viral_trends_dataset,2022-07-14,,3.0,0,Video,#Dance,479741,33112.0,220,2930383.0,17.5087,Low
Twitter,viral_trends_dataset,2023-05-15,,0.0,0,Video,#Fashion,243870,30134.0,4291,963339.0,28.8886,Low
TikTok,viral_trends_dataset,2023-11-23,,3.0,0,Text,#Dance,339645,27672.0,75620,2542362.0,17.4223,High
YouTube,viral_trends_dataset,2023-06-26,,0.0,0,Video,#Music,415475,1737.0,77500,929670.0,53.2137,Medium
Instagram,viral_trends_dataset,2023-08-19,,5.0,1,Video,#Fashion,93056,27332.0,17427,2808211.0,4.9076,Low
Twitter,viral_trends_dataset,2023-11-02,,3.0,0,Live,#Challenge,221957,34835.0,65127,209672.0,153.5346,Medium
Twitter,viral_trends_dataset,2023-03-30,,3.0,0,Text,#Comedy,3185,43289.0,21475,3737771.0,1.8179,Medium
YouTube,viral_trends_dataset,2022-12-21,,2.0,0,Video,#Challenge,221164,37039.0,44206,4446755.0,6.8007,Low
TikTok,viral_trends_dataset,2023-08-21,,0.0,0,Image,#Gaming,449783,45597.0,37315,2013957.0,26.4502,Medium
TikTok,viral_trends_dataset,2023-05-22,,0.0,0,Video,#Tech,398301,44951.0,83508,1036784.0,50.8071,Medium
Twitter,viral_trends_dataset,2022-06-17,,4.0,0,Video,#Education,275061,47571.0,89641,3980555.0,10.3572,Low
TikTok,viral_trends_dataset,2022-01-05,,2.0,0,Video,#Gaming,5801,40130.0,27958,4198164.0,1.76,High
Instagram,viral_trends_dataset,2023-10-09,,0.0,0,Text,#Education,298146,1236.0,8587,3123278.0,9.8604,Low
TikTok,viral_trends_dataset,2023-08-04,,4.0,0,Video,#Gaming,356084,25612.0,56738,2064157.0,21.2403,Low
TikTok,viral_trends_dataset,2022-03-02,,2.0,0,Image,#Education,47157,8648.0,47309,2074835.0,4.9697,Medium
TikTok,viral_trends_dataset,2023-06-27,,1.0,0,Video,#Education,322942,4830.0,75521,4860381.0,8.2976,High
Instagram,viral_trends_dataset,2023-06-13,,1.0,0,Video,#Fashion,278305,19512.0,77717,3599873.0,10.4319,Low
TikTok,viral_trends_dataset,2023-06-19,,0.0,0,Video,#Gaming,94795,47811.0,68944,3940481.0,5.3686,Medium
TikTok,viral_trends_dataset,2023-08-01,,1.0,0,Video,#Fashion,493021,17661.0,14422,3402318.0,15.4337,Medium
Instagram,viral_trends_dataset,2022-11-12,,5.0,1,Image,#Tech,142049,32540.0,19440,2836169.0,6.8412,High
Instagram,viral_trends_dataset,2022-03-25,,4.0,0,Text,#Fashion,410976,37271.0,85117,3207625.0,16.628,Low
Twitter,viral_trends_dataset,2022-07-15,,4.0,0,Image,#Tech,221744,49900.0,11077,3036452.0,9.3109,High
TikTok,viral_trends_dataset,2022-07-18,,0.0,0,Video,#Music,236621,2337.0,13929,4172163.0,6.0613,High
Twitter,viral_trends_dataset,2023-01-15,,6.0,1,Video,#Fitness,85453,47809.0,32995,1588694.0,10.465,Low
TikTok,viral_trends_dataset,2022-03-08,,1.0,0,Video,#Education,234921,22243.0,87352,4698854.0,7.3319,High
TikTok,viral_trends_dataset,2022-06-03,,4.0,0,Video,#Dance,117831,24859.0,84434,1435830.0,15.8183,High
TikTok,viral_trends_dataset,2023-05-03,,2.0,0,Video,#Dance,491508,37043.0,66058,3990883.0,14.8992,Medium
Twitter,viral_trends_dataset,2022-01-23,,6.0,1,Image,#Education,491963,8603.0,55403,778600.0,71.4062,Low
TikTok,viral_trends_dataset,2022-05-12,,3.0,0,Live,#Comedy,118601,44941.0,51035,4103458.0,5.2292,Low
TikTok,viral_trends_dataset,2023-04-28,,4.0,0,Video,#Dance,198160,42191.0,72234,4149798.0,7.5325,Medium
Twitter,viral_trends_dataset,2022-01-19,,2.0,0,Video,#Music,292286,23430.0,6952,3312891.0,9.7398,Low
TikTok,viral_trends_dataset,2023-02-20,,0.0,0,Video,#Music,242791,24465.0,31594,1154890.0,25.8769,Low
YouTube,viral_trends_dataset,2023-09-16,,5.0,1,Video,#Fitness,55335,43209.0,94333,2289467.0,8.4245,High
Twitter,viral_trends_dataset,2022-09-30,,4.0,0,Image,#Gaming,371343,30174.0,52165,950724.0,47.7196,Medium
Twitter,viral_trends_dataset,2022-08-04,,3.0,0,Image,#Education,378649,22534.0,39504,4641254.0,9.495,High
YouTube,viral_trends_dataset,2022-03-13,,6.0,1,Video,#Challenge,356209,48809.0,80366,633478.0,76.6221,Low
Twitter,viral_trends_dataset,2022-10-25,,1.0,0,Video,#Fashion,249364,7312.0,19912,513065.0,53.909,Medium
Twitter,viral_trends_dataset,2023-09-24,,6.0,1,Text,#Gaming,124165,34518.0,5295,2165655.0,7.5718,High
Instagram,viral_trends_dataset,2023-02-03,,4.0,0,Video,#Education,268583,12067.0,97064,4029746.0,9.3731,Low
YouTube,viral_trends_dataset,2023-05-29,,0.0,0,Video,#Music,272303,360.0,96744,505913.0,73.0179,High
TikTok,viral_trends_dataset,2022-09-26,,0.0,0,Video,#Challenge,94546,47825.0,72083,4486868.0,4.7796,Low
Instagram,viral_trends_dataset,2022-01-30,,6.0,1,Live,#Fitness,287717,45451.0,88326,4184048.0,10.0738,Medium
Twitter,viral_trends_dataset,2022-02-13,,6.0,1,Image,#Fitness,326186,5729.0,1739,2435410.0,13.7001,Low
Instagram,viral_trends_dataset,2022-07-09,,5.0,1,Video,#Education,339285,22897.0,76401,1171718.0,37.4308,High
Twitter,viral_trends_dataset,2023-06-16,,4.0,0,Video,#Comedy,468202,38510.0,10925,4098970.0,12.6285,High
YouTube,viral_trends_dataset,2022-02-24,,3.0,0,Video,#Viral,307662,8124.0,59624,1538823.0,24.3959,Low
Twitter,viral_trends_dataset,2023-02-16,,3.0,0,Video,#Fitness,434540,13478.0,40012,2595660.0,18.8018,High
TikTok,viral_trends_dataset,2023-09-16,,5.0,1,Video,#Gaming,260136,32176.0,65723,3521130.0,10.1682,Low
Instagram,viral_trends_dataset,2022-06-08,,2.0,0,Text,#Gaming,407373,20849.0,70852,3589308.0,13.9045,High
YouTube,viral_trends_dataset,2023-05-20,,5.0,1,Text,#Comedy,326981,2572.0,34821,1035365.0,35.1928,High
Instagram,viral_trends_dataset,2022-07-20,,2.0,0,Video,#Education,306373,33050.0,6915,2315963.0,14.9544,Medium
YouTube,viral_trends_dataset,2023-07-07,,4.0,0,Video,#Education,488199,45422.0,52014,2676777.0,21.8784,Medium
Instagram,viral_trends_dataset,2023-07-10,,0.0,0,Video,#Viral,305105,34102.0,99587,2950546.0,14.8716,Medium
TikTok,viral_trends_dataset,2022-04-30,,5.0,1,Text,#Fashion,17758,19981.0,93392,3368170.0,3.8932,High
YouTube,viral_trends_dataset,2023-03-03,,4.0,0,Video,#Fashion,308046,33858.0,88779,4736019.0,9.0938,Medium
TikTok,viral_trends_dataset,2022-05-05,,3.0,0,Video,#Gaming,241357,14634.0,49321,2258063.0,13.521,Low
YouTube,viral_trends_dataset,2023-10-02,,0.0,0,Live,#Comedy,166706,15510.0,39793,4989820.0,4.4492,High
YouTube,viral_trends_dataset,2023-04-02,,6.0,1,Image,#Tech,384232,8995.0,67245,4766161.0,9.6613,Medium
TikTok,viral_trends_dataset,2022-07-11,,0.0,0,Video,#Challenge,198755,39098.0,73600,4706101.0,6.6181,Low
Twitter,viral_trends_dataset,2023-04-15,,5.0,1,Live,#Fashion,328441,1323.0,44676,1726804.0,21.684,High
YouTube,viral_trends_dataset,2022-01-17,,0.0,0,Text,#Dance,135138,4020.0,58808,3218932.0,6.1501,Medium
Instagram,viral_trends_dataset,2023-04-08,,5.0,1,Live,#Education,468164,11612.0,79559,1374292.0,40.6999,Low
Twitter,viral_trends_dataset,2023-08-31,,3.0,0,Video,#Gaming,112883,26500.0,48860,2307722.0,8.1571,High
TikTok,viral_trends_dataset,2022-01-07,,4.0,0,Image,#Fitness,361857,10889.0,53708,3943560.0,10.8139,High
YouTube,viral_trends_dataset,2023-12-22,,4.0,0,Text,#Viral,416040,37205.0,26255,4397362.0,10.9043,Medium
Instagram,viral_trends_dataset,2022-10-26,,2.0,0,Video,#Tech,210629,25652.0,93645,2904623.0,11.3587,High
YouTube,viral_trends_dataset,2023-09-12,,1.0,0,Video,#Dance,334635,39943.0,14885,4648895.0,8.3775,High
YouTube,viral_trends_dataset,2023-05-19,,4.0,0,Text,#Education,401349,49849.0,79190,2182075.0,24.3066,High
YouTube,viral_trends_dataset,2022-02-02,,2.0,0,Text,#Tech,289690,29859.0,37216,3686801.0,9.6768,Low
Instagram,viral_trends_dataset,2023-01-12,,3.0,0,Video,#Music,411915,24765.0,89675,436676.0,120.5367,Low
Instagram,viral_trends_dataset,2022-12-14,,2.0,0,Text,#Challenge,442784,32668.0,49480,1021135.0,51.4067,High
Twitter,viral_trends_dataset,2023-03-16,,3.0,0,Text,#Music,411249,8004.0,93026,2616896.0,19.5758,High
Instagram,viral_trends_dataset,2023-12-03,,6.0,1,Video,#Fitness,106027,43880.0,74544,80333.0,279.4007,Low
YouTube,viral_trends_dataset,2023-04-03,,0.0,0,Image,#Dance,161388,47798.0,40096,2286789.0,10.901,Medium
Twitter,viral_trends_dataset,2022-07-01,,4.0,0,Text,#Tech,242545,34020.0,76839,803980.0,43.9568,Low
YouTube,viral_trends_dataset,2023-06-20,,1.0,0,Video,#Fitness,328783,11658.0,1574,1658169.0,20.6261,High
Twitter,viral_trends_dataset,2022-02-28,,0.0,0,Image,#Dance,216935,23402.0,93964,723296.0,46.2191,Low
TikTok,viral_trends_dataset,2022-12-13,,1.0,0,Text,#Tech,426226,29795.0,17467,3206060.0,14.7685,High
TikTok,viral_trends_dataset,2022-12-30,,4.0,0,Image,#Tech,289945,32084.0,93775,1655182.0,25.1213,High
TikTok,viral_trends_dataset,2023-04-30,,6.0,1,Video,#Viral,464620,29990.0,19688,1476674.0,34.8281,Low
Twitter,viral_trends_dataset,2022-11-10,,3.0,0,Video,#Viral,91099,3140.0,97414,1771174.0,10.8207,Low
TikTok,viral_trends_dataset,2022-03-08,,1.0,0,Video,#Challenge,134040,36793.0,6283,3327212.0,5.3233,High
TikTok,viral_trends_dataset,2022-08-30,,1.0,0,Image,#Gaming,437322,24122.0,28171,690673.0,70.8896,Medium
YouTube,viral_trends_dataset,2023-02-19,,6.0,1,Text,#Gaming,137418,49305.0,23331,3569008.0,5.8855,Medium
TikTok,viral_trends_dataset,2022-11-25,,4.0,0,Text,#Dance,153065,7632.0,41200,3099684.0,6.5135,Low
Twitter,viral_trends_dataset,2022-08-06,,5.0,1,Video,#Music,76950,7103.0,26333,3710671.0,2.9748,Medium
Instagram,viral_trends_dataset,2023-10-31,,1.0,0,Image,#Education,368317,21981.0,49091,3188483.0,13.7805,Low
TikTok,viral_trends_dataset,2023-10-27,,4.0,0,Live,#Comedy,499380,12282.0,60311,2801347.0,20.4178,High
TikTok,viral_trends_dataset,2022-04-22,,4.0,0,Live,#Challenge,93218,14331.0,59577,2248578.0,7.4325,Medium
Twitter,viral_trends_dataset,2022-07-09,,5.0,1,Live,#Music,403027,44642.0,23102,1609482.0,29.2498,High
YouTube,viral_trends_dataset,2023-05-12,,4.0,0,Live,#Challenge,37945,26696.0,3378,4251376.0,1.5999,Low
YouTube,viral_trends_dataset,2022-07-01,,4.0,0,Video,#Challenge,300720,43145.0,59766,1358058.0,29.7212,Medium
TikTok,viral_trends_dataset,2023-03-03,,4.0,0,Text,#Tech,69943,13284.0,67574,2606224.0,5.7862,Medium
Instagram,viral_trends_dataset,2023-01-22,,6.0,1,Video,#Viral,429165,16421.0,1181,3442475.0,12.9781,Medium
Twitter,viral_trends_dataset,2023-11-23,,3.0,0,Live,#Dance,162796,5547.0,63419,3909627.0,5.928,High
YouTube,viral_trends_dataset,2022-06-13,,0.0,0,Image,#Education,120768,43214.0,54001,4022893.0,5.4186,Medium
TikTok,viral_trends_dataset,2023-10-08,,6.0,1,Live,#Fitness,160224,2779.0,63631,2288198.0,9.9045,High
YouTube,viral_trends_dataset,2022-01-11,,1.0,0,Image,#Fashion,468293,41097.0,62396,1707547.0,33.4858,Medium
TikTok,viral_trends_dataset,2023-04-11,,1.0,0,Video,#Dance,473290,22117.0,53315,167982.0,326.6552,High
Twitter,viral_trends_dataset,2023-12-20,,2.0,0,Video,#Tech,269685,11719.0,15870,1723036.0,17.2529,Low
Instagram,viral_trends_dataset,2022-08-17,,2.0,0,Video,#Tech,220395,42984.0,47904,1368137.0,22.7523,Low
Instagram,viral_trends_dataset,2022-11-21,,0.0,0,Video,#Comedy,413003,39688.0,90078,1753723.0,30.9495,High
Twitter,viral_trends_dataset,2022-01-16,,6.0,1,Live,#Music,188014,14691.0,39473,4289386.0,5.646,Low
Twitter,viral_trends_dataset,2023-09-29,,4.0,0,Video,#Comedy,322024,33051.0,4474,3356274.0,10.7127,High
Instagram,viral_trends_dataset,2022-11-29,,1.0,0,Text,#Dance,480760,20082.0,63167,2213124.0,25.4847,High
TikTok,viral_trends_dataset,2022-01-02,,6.0,1,Video,#Comedy,137707,47207.0,28180,1714956.0,12.4256,Medium
TikTok,viral_trends_dataset,2022-12-15,,3.0,0,Video,#Comedy,149856,13888.0,83261,2347135.0,10.5237,Low
YouTube,viral_trends_dataset,2023-08-27,,6.0,1,Video,#Tech,429897,23842.0,10666,3849864.0,12.0629,Medium
TikTok,viral_trends_dataset,2022-12-14,,2.0,0,Video,#Fitness,428601,12329.0,16411,2458064.0,18.6057,Medium
TikTok,viral_trends_dataset,2022-08-09,,1.0,0,Text,#Fashion,356632,12027.0,57983,4138951.0,10.308,High
Twitter,viral_trends_dataset,2023-04-26,,2.0,0,Video,#Tech,115476,33532.0,45804,786091.0,24.7824,Low
Instagram,viral_trends_dataset,2023-12-04,,0.0,0,Text,#Comedy,178208,10620.0,2717,2428341.0,7.8879,High
Instagram,viral_trends_dataset,2022-07-07,,3.0,0,Video,#Music,55050,39848.0,41483,1934060.0,7.0515,Medium
YouTube,viral_trends_dataset,2022-04-17,,6.0,1,Live,#Comedy,305353,46784.0,8424,3328075.0,10.8339,Medium
Instagram,viral_trends_dataset,2023-04-12,,2.0,0,Video,#Challenge,1774,31300.0,38568,4618662.0,1.5511,Low
YouTube,viral_trends_dataset,2022-12-10,,5.0,1,Video,#Education,128740,25381.0,47263,2637799.0,7.6345,Low
Twitter,viral_trends_dataset,2022-08-26,,4.0,0,Image,#Viral,427434,40158.0,92929,1021175.0,54.8898,Medium
Instagram,viral_trends_dataset,2023-11-27,,0.0,0,Image,#Fashion,9741,1977.0,60279,136708.0,52.6648,Medium
TikTok,viral_trends_dataset,2023-10-01,,6.0,1,Live,#Tech,240695,10533.0,76116,4820047.0,6.7913,Low
YouTube,viral_trends_dataset,2022-01-24,,0.0,0,Video,#Tech,261333,33631.0,28832,1417619.0,22.8408,Medium
Instagram,viral_trends_dataset,2023-10-29,,6.0,1,Video,#Challenge,127818,17121.0,52586,3373662.0,5.8549,Medium
Twitter,viral_trends_dataset,2023-10-12,,3.0,0,Live,#Viral,24388,36005.0,40754,280264.0,36.0899,Low
YouTube,viral_trends_dataset,2022-08-14,,6.0,1,Image,#Dance,348080,47797.0,24255,1412186.0,29.7505,Low
YouTube,viral_trends_dataset,2023-07-24,,0.0,0,Live,#Comedy,59389,21735.0,15997,2440607.0,3.9794,Low
YouTube,viral_trends_dataset,2023-03-18,,5.0,1,Live,#Viral,134452,26744.0,16512,1212383.0,14.6577,Low
YouTube,viral_trends_dataset,2022-12-14,,2.0,0,Video,#Education,468506,5509.0,33962,2561337.0,19.8325,Low
YouTube,viral_trends_dataset,2023-11-10,,4.0,0,Image,#Dance,374139,35296.0,41228,886874.0,50.8148,High
TikTok,viral_trends_dataset,2022-06-20,,0.0,0,Text,#Tech,119815,1529.0,41769,1622096.0,10.0557,Medium
Instagram,viral_trends_dataset,2023-12-03,,6.0,1,Image,#Gaming,304294,35055.0,25948,946358.0,38.6003,Low
Twitter,viral_trends_dataset,2022-06-25,,5.0,1,Video,#Music,242655,3854.0,41085,4119667.0,6.981,High
TikTok,viral_trends_dataset,2022-02-22,,1.0,0,Image,#Education,400911,18136.0,46622,3974573.0,11.7162,Low
YouTube,viral_trends_dataset,2022-07-20,,2.0,0,Image,#Challenge,67913,32596.0,48844,2764814.0,5.4019,Low
Instagram,viral_trends_dataset,2023-02-16,,3.0,0,Image,#Dance,310842,25445.0,86059,3105914.0,13.5981,Low
YouTube,viral_trends_dataset,2023-04-08,,5.0,1,Video,#Fitness,411599,34729.0,6923,2289887.0,19.7936,High
YouTube,viral_trends_dataset,2022-10-10,,0.0,0,Video,#Education,342720,21282.0,58380,1213734.0,34.8002,Medium
YouTube,viral_trends_dataset,2022-05-08,,6.0,1,Video,#Fitness,434933,7876.0,9642,264136.0,171.2947,High
Twitter,viral_trends_dataset,2023-12-01,,4.0,0,Video,#Dance,8669,10996.0,88291,1661537.0,6.4974,Low
Instagram,viral_trends_dataset,2023-09-08,,4.0,0,Live,#Music,472554,11509.0,57987,643763.0,84.2002,High
TikTok,viral_trends_dataset,2023-05-02,,1.0,0,Video,#Dance,230354,23584.0,67311,1296499.0,24.7782,Low
TikTok,viral_trends_dataset,2023-02-10,,4.0,0,Image,#Comedy,220248,6273.0,24146,1205102.0,20.8005,High
Twitter,viral_trends_dataset,2023-02-01,,2.0,0,Image,#Comedy,287339,22514.0,75893,3264905.0,11.8149,Low
TikTok,viral_trends_dataset,2022-04-17,,6.0,1,Text,#Fashion,52742,7245.0,18986,4295107.0,1.8387,Medium
YouTube,viral_trends_dataset,2022-07-13,,2.0,0,Text,#Tech,485171,48944.0,37329,736289.0,77.6114,Medium
Twitter,viral_trends_dataset,2022-08-28,,6.0,1,Text,#Gaming,142483,21732.0,59165,961783.0,23.2256,Medium
Instagram,viral_trends_dataset,2022-02-13,,6.0,1,Live,#Challenge,339557,12554.0,4006,3171066.0,11.2302,Medium
YouTube,viral_trends_dataset,2023-09-18,,0.0,0,Live,#Comedy,152619,25191.0,48984,2389579.0,9.491,Medium
TikTok,viral_trends_dataset,2022-05-22,,6.0,1,Video,#Challenge,164716,8578.0,88378,804183.0,32.5389,Medium
Twitter,viral_trends_dataset,2023-09-16,,5.0,1,Video,#Music,96874,40689.0,13638,278830.0,54.2269,Medium
YouTube,viral_trends_dataset,2023-05-07,,6.0,1,Video,#Fitness,424359,48618.0,9498,894414.0,53.9431,High
YouTube,viral_trends_dataset,2023-05-06,,5.0,1,Video,#Viral,317730,42155.0,81407,3175002.0,13.899,Low
YouTube,viral_trends_dataset,2022-03-20,,6.0,1,Video,#Dance,3194,3408.0,35532,2362838.0,1.7832,High
TikTok,viral_trends_dataset,2023-09-01,,4.0,0,Video,#Dance,142135,37585.0,17115,2010391.0,9.7909,Low
Twitter,viral_trends_dataset,2022-01-10,,0.0,0,Text,#Music,33634,19020.0,67008,1333519.0,8.9734,Medium
TikTok,viral_trends_dataset,2023-07-13,,3.0,0,Video,#Challenge,407380,39494.0,86927,2851867.0,18.7176,Low
Instagram,viral_trends_dataset,2023-10-10,,1.0,0,Video,#Education,485696,4585.0,2619,330476.0,149.1485,Low
Twitter,viral_trends_dataset,2022-05-25,,2.0,0,Image,#Comedy,397476,18603.0,34854,1068462.0,42.2039,Medium
Twitter,viral_trends_dataset,2023-05-30,,1.0,0,Live,#Tech,271989,40465.0,18364,370537.0,89.2807,Low
Twitter,viral_trends_dataset,2023-06-30,,4.0,0,Video,#Fitness,318200,4831.0,34749,2055018.0,17.4101,High
Instagram,viral_trends_dataset,2023-06-07,,2.0,0,Video,#Dance,355660,32625.0,14269,1179104.0,34.1407,Medium
Twitter,viral_trends_dataset,2022-04-27,,2.0,0,Video,#Fashion,301736,19088.0,68814,842477.0,46.2491,Low
Instagram,viral_trends_dataset,2023-03-09,,3.0,0,Live,#Fashion,157550,9915.0,81164,739337.0,33.6286,Medium
Twitter,viral_trends_dataset,2022-11-15,,1.0,0,Video,#Fitness,189284,44811.0,97120,4500031.0,7.3603,Medium
YouTube,viral_trends_dataset,2023-02-09,,3.0,0,Text,#Education,357427,34015.0,68104,1215133.0,37.8186,Low
Instagram,viral_trends_dataset,2023-02-25,,5.0,1,Image,#Challenge,35182,18161.0,4716,449348.0,12.9207,High
Twitter,viral_trends_dataset,2022-07-16,,5.0,1,Video,#Dance,213240,16398.0,94333,1190740.0,27.2075,Medium
YouTube,viral_trends_dataset,2022-10-31,,0.0,0,Image,#Fashion,426061,8196.0,23299,1118979.0,40.8905,Medium
Instagram,viral_trends_dataset,2023-01-18,,2.0,0,Text,#Fashion,432650,7738.0,96770,4007152.0,13.405,Medium
Twitter,viral_trends_dataset,2023-03-26,,6.0,1,Image,#Fashion,413183,2949.0,6201,3390112.0,12.4578,Low
Instagram,viral_trends_dataset,2023-12-20,,2.0,0,Video,#Viral,5635,13879.0,13422,4223266.0,0.7799,Low
Twitter,viral_trends_dataset,2023-10-13,,4.0,0,Text,#Tech,264887,21578.0,35633,837863.0,38.4428,High
Twitter,viral_trends_dataset,2023-08-26,,5.0,1,Text,#Viral,229865,22490.0,43423,3425267.0,8.6352,Low
Twitter,viral_trends_dataset,2022-10-14,,4.0,0,Video,#Education,241142,165.0,55800,4347648.0,6.8337,High
TikTok,viral_trends_dataset,2023-03-20,,0.0,0,Video,#Music,271958,46231.0,31163,2454558.0,14.2328,High
Twitter,viral_trends_dataset,2023-08-10,,3.0,0,Video,#Fitness,127158,2263.0,91300,4328041.0,5.0998,Low
TikTok,viral_trends_dataset,2022-10-27,,3.0,0,Live,#Tech,254344,41866.0,59222,4511744.0,7.8779,Medium
YouTube,viral_trends_dataset,2023-06-26,,0.0,0,Live,#Fashion,425376,14385.0,84697,4610463.0,11.3754,Medium
Instagram,viral_trends_dataset,2022-01-05,,2.0,0,Live,#Education,468829,24904.0,14948,2277825.0,22.3319,Low
YouTube,viral_trends_dataset,2022-08-22,,0.0,0,Live,#Music,140608,3536.0,79169,3893120.0,5.7361,High
TikTok,viral_trends_dataset,2023-11-24,,4.0,0,Video,#Gaming,316119,275.0,92969,323133.0,126.6856,Low
TikTok,viral_trends_dataset,2022-07-28,,3.0,0,Video,#Comedy,367578,34084.0,82639,4714288.0,10.273,High
Instagram,viral_trends_dataset,2023-08-20,,6.0,1,Video,#Viral,260270,48015.0,93639,2449412.0,16.409,Medium
Instagram,viral_trends_dataset,2022-12-13,,1.0,0,Video,#Fashion,12794,44733.0,64359,3525460.0,3.4573,Low
YouTube,viral_trends_dataset,2023-03-08,,2.0,0,Video,#Viral,54608,26913.0,90554,4742368.0,3.6285,Medium
Instagram,viral_trends_dataset,2023-11-06,,0.0,0,Video,#Fashion,205837,34478.0,18884,2884482.0,8.986,High
TikTok,viral_trends_dataset,2022-05-06,,4.0,0,Text,#Education,31691,28775.0,13582,2816091.0,2.6295,Medium
Twitter,viral_trends_dataset,2023-03-24,,4.0,0,Text,#Challenge,342278,39380.0,65649,4467747.0,10.0119,Medium
YouTube,viral_trends_dataset,2023-07-13,,3.0,0,Video,#Music,47700,48941.0,96055,4985164.0,3.8654,High
TikTok,viral_trends_dataset,2023-10-19,,3.0,0,Video,#Comedy,126563,35102.0,37361,4745468.0,4.194,High
YouTube,viral_trends_dataset,2023-08-19,,5.0,1,Video,#Tech,430264,12887.0,84216,4193386.0,12.5762,Low
YouTube,viral_trends_dataset,2022-08-13,,5.0,1,Text,#Education,73183,13527.0,6162,1406438.0,6.6033,Medium
YouTube,viral_trends_dataset,2023-08-01,,1.0,0,Live,#Dance,398327,34070.0,3628,4920264.0,8.8618,Medium
TikTok,viral_trends_dataset,2022-06-12,,6.0,1,Live,#Fitness,272637,27495.0,95308,675163.0,58.5696,High
YouTube,viral_trends_dataset,2023-09-27,,2.0,0,Video,#Fitness,486439,47543.0,65910,3156979.0,19.0021,Medium
Twitter,viral_trends_dataset,2023-07-20,,3.0,0,Video,#Dance,117638,7429.0,95968,2825287.0,7.8235,High
Instagram,viral_trends_dataset,2022-10-01,,5.0,1,Live,#Comedy,424044,15765.0,36411,4880933.0,9.7567,Low
TikTok,viral_trends_dataset,2023-02-13,,0.0,0,Video,#Comedy,209884,20779.0,73618,203380.0,149.6121,Low
Instagram,viral_trends_dataset,2023-11-13,,0.0,0,Live,#Viral,457773,24319.0,5808,1591371.0,30.6591,High
Twitter,viral_trends_dataset,2022-07-01,,4.0,0,Video,#Tech,28063,21251.0,80288,3671946.0,3.5295,Low
Instagram,viral_trends_dataset,2022-05-13,,4.0,0,Video,#Music,215327,27401.0,30817,4747943.0,5.7613,High
Twitter,viral_trends_dataset,2022-02-07,,0.0,0,Live,#Fashion,251504,13528.0,84789,2578412.0,13.5673,Medium
YouTube,viral_trends_dataset,2023-03-03,,4.0,0,Video,#Viral,225649,16363.0,39904,1449220.0,19.4529,Low
YouTube,viral_trends_dataset,2023-11-20,,0.0,0,Image,#Challenge,17521,29302.0,66825,597344.0,19.0256,Medium
TikTok,viral_trends_dataset,2023-04-23,,6.0,1,Video,#Comedy,476137,47964.0,3228,1009899.0,52.216,Low
YouTube,viral_trends_dataset,2022-09-06,,1.0,0,Video,#Fashion,151582,27509.0,8928,3120029.0,6.0262,Medium
TikTok,viral_trends_dataset,2022-01-19,,2.0,0,Text,#Gaming,57101,11231.0,14115,2364689.0,3.4866,High
YouTube,viral_trends_dataset,2022-01-20,,3.0,0,Video,#Gaming,422491,41589.0,51824,853053.0,60.4774,Low
TikTok,viral_trends_dataset,2022-06-12,,6.0,1,Image,#Dance,247637,9632.0,74541,318179.0,104.2841,Low
Twitter,viral_trends_dataset,2022-05-18,,2.0,0,Text,#Fashion,171076,23677.0,81828,2205622.0,12.5398,Medium
TikTok,viral_trends_dataset,2023-10-26,,3.0,0,Image,#Viral,158489,2651.0,94198,963137.0,26.5111,Low
Twitter,viral_trends_dataset,2022-08-17,,2.0,0,Video,#Tech,427373,27675.0,98628,4356359.0,12.7096,Low
Instagram,viral_trends_dataset,2022-04-14,,3.0,0,Text,#Challenge,109429,33218.0,18098,1180989.0,13.611,Medium
YouTube,viral_trends_dataset,2023-09-03,,6.0,1,Video,#Challenge,146955,4596.0,2010,3465465.0,4.4312,High
Instagram,viral_trends_dataset,2022-09-13,,1.0,0,Video,#Comedy,30544,20833.0,94790,2744810.0,5.3252,Medium
Twitter,viral_trends_dataset,2023-06-06,,1.0,0,Video,#Fitness,232135,1995.0,69688,4517381.0,6.7255,Low
Twitter,viral_trends_dataset,2023-10-26,,3.0,0,Video,#Fitness,124732,2918.0,19857,4496073.0,3.2808,Medium
Instagram,viral_trends_dataset,2023-06-07,,2.0,0,Live,#Fashion,56058,39409.0,33031,323411.0,39.7321,High
YouTube,viral_trends_dataset,2022-07-29,,4.0,0,Video,#Education,485592,19554.0,49331,1690683.0,32.796,High
TikTok,viral_trends_dataset,2022-07-11,,0.0,0,Video,#Music,360231,10401.0,50867,4125312.0,10.2174,Medium
Instagram,viral_trends_dataset,2023-10-20,,4.0,0,Video,#Education,454181,5100.0,90442,3262393.0,16.8503,Low
TikTok,viral_trends_dataset,2022-04-19,,1.0,0,Video,#Fitness,321120,31601.0,43717,1323089.0,29.9631,High
YouTube,viral_trends_dataset,2023-05-28,,6.0,1,Video,#Fitness,462012,39245.0,14851,4993673.0,10.3352,Low
YouTube,viral_trends_dataset,2022-08-29,,0.0,0,Video,#Gaming,491635,40281.0,26412,1871397.0,29.8348,High
Twitter,viral_trends_dataset,2022-03-30,,2.0,0,Live,#Music,169871,28132.0,69296,1091382.0,24.4918,Medium
